,Başlık,İçerik,Kategori
13,Steadfast Defender 24 Tatbikatı başarıyla tamamlandı,"Milli Savunma Bakanlığı (MSB), Türkiye'nin de katıldığı ""Steadfast Defender 24 Tatbikatı""nın başarıyla tamamlandığını duyurdu.",Savunma
14,"Su altında 50 gün aralıksız görev yapabilen TCG Preveze, Mavi Vatan'ın güvenliğine destek oluyor","Deniz Kuvvetleri Komutanlığının sahip olduğu 12 denizaltının en modernlerinden biri olan TCG Preveze, limana uğramaksızın 50 gün su altında görev yapabiliyor.",Savunma
15,"AKINCI, MAM-T ve MAM-L atış testlerini başarıyla tamamladı","Bayraktar AKINCI Taarruzi İnsansız Hava Aracı (TİHA), Roketsan'ın geliştirdiği IIR (Görüntüleyici Kızılötesi) Güdümlü MAM-T ve TV Güdümlü MAM-L atış testini başarıyla tamamladı.",Savunma
16,Türk savunma sanayii rotayı Avrupa'ya çevirdi,Türk savunma sanayii şirketlerinin son dönemde Avrupa pazarına yönelik hamlelerine bir yenisi eklendi.,Savunma
17,Havacılığın teknisyenleri Eskişehir’de yetiştirilecek,Eskişehir Milli Eğitim Müdürlüğü ile TEI (TUSAŞ Motor Sanayii A.Ş.) arasında havacılık sektörüne teknisyen yetiştirilmesini hedefleyen ‘Havacılık Teknisyen Okulu’ projesinin protokolü imzalandı.,Savunma
18,AKINCI'dan başarılı atış testi: Hedefe tam isabet,"Bayraktar AKINCI Taarruzi İnsansız Hava Aracı (TİHA), Roketsan'ın İHA-122 füzesiyle gerçekleştirdiği süpersonik füze atış testini başarıyla tamamladı.",Savunma
19,"MİDLAS, ilk füze atışını TCG İstanbul'dan yaptı","Türk Deniz Kuvvetlerinin ihtiyaçları doğrultusunda başlatılan ""Dikey Atım Lançer Sistemi Projesi"" kapsamında ilk kez TCG İstanbul firkateyninden füze ateşlendi.",Savunma
20,TF6000: Bir motor üretmenin daha fazlası,"Türk savunma sanayiinin en büyük meydan okumalarından biri yerli/milli motorlar… TEI tarafından geliştirilen ülkemizin ilk turbofan motoru TF6000 geçtiğimiz günlerde ilk kez çalıştırıldı. Uzmanlar, ANKA-3 ile KIZILELMA’ya güç verecek bu motorla kazanılan imkan ve kabiliyetin pek çok projede ve farklı alanda kritik kazanımlar sağlayacağı görüşünde.",Savunma
21,"ASELSAN'ın derinlerdeki ""gözü"" göreve hazır",ASELSAN’ın geliştirdiği Türkiye’nin ilk otonom sualtı aracı DERİNGÖZ’ün dalışlı testleri başarıyla tamamlandı.,Savunma
22,ATMACA hedefini başarıyla vurdu,"Savunma Sanayii Başkanlığı (SSB) himayelerinde başlatılan ve Roketsan tarafından geliştirilen Atmaca füzesi, Kale Ar-Ge tarafından geliştirilen Türkiye'nin ilk yerli ve milli Turbojet Motoru (KTJ-3200) ile gerçekleştirilen atışta hedefini başarıyla vurdu.",Savunma
23,Türk savunma sanayii 10 yıla 13 havacılık motoru sığdırdı,"Türkiye'nin havacılık motorlarında lider şirketi TUSAŞ Motor Sanayii AŞ (TEI), yaklaşık 10 yıllık dönemde 12 milli, 1 yerli olmak üzere 13 motora imza attı.",Savunma
24,Türkiye'nin ilk milli turbofan uçak motoru çalıştırıldı,"Savunma Sanayii Başkanlığı himayelerinde başlatılan ve TEI sorumluluğunda yürütülen proje kapsamında, Türkiye'nin ilk askeri turbofan motoru TF6000 başarıyla çalıştırıldı.",Savunma
25,Milli savaş yönetim sistemi Katar yolunda,Türk savunma sanayisi bünyesinde geliştirilen ADVENT Ağ Destekli Veri Entegre Savaş Yönetim Sistemi Katar'a ihraç edilecek.,Savunma
26,Türkiye'nin ilk kadın amirali TCG Nusret ile seyir yaptı,"Türk Silahlı Kuvvetlerinin ilk kadın amirali Deniz Kuvvetleri Komutanlığı Savunma Planlama ve Proje Yönetimi Başkanı Tuğamiral Gökçen Fırat, 8 Mart Dünya Kadınlar Günü'nde Milli Savunma Üniversitesi Deniz Harp Okulu öğrencileriyle ""TCG Nusret""te bir araya geldi.",Savunma
27,Akıllı mühimmat DROKET'in ilk atışı gerçekleştirildi,Türk savunma sanayisi bünyesinde dronlarda kullanılmak üzere geliştirilen akıllı mühimmat çözümü DROKET'in ilk atış testi gerçekleştirildi.,Savunma
28,İnsansız su üstü aracı OKHAN için hedefler büyük,"İnsansız su üstü aracı OKHAN, 2 yıldır süren deniz testlerinin ardından Türkiye ve uluslararası pazarlarda göreve hazırlanıyor.",Savunma
29,Savunma sanayiinde 'kadın' eli,"Türk savunma sanayiinde kadın mühendisler önemli işlere imza atıyor... Nida Temür de onlardan biri… Dalgıç tespit sonarının milli olarak geliştirilmesinde emeği çok. Temür yaşadıklarını, “Anadolu’nun ücra bir köşesinde doğdum. Şimdi TCG Anadolu’nun en kritik sistemlerinden biri için çalışıyorum. Tarifi zor duydular"" cümlesiyle anlatıyor.",Savunma
30,KAAN'ın stratejik malzemesi Türk kompoziti Paris'te büyük ilgi gördü,"Dünyanın en büyük kompozit malzemeler fuarı JEC World 2024, Fransa'nın başkenti Paris'te kapılarını açtı.",Savunma
31,"Türk donanması ""milli hava savunma"" yeteneği için gün sayıyor",Türkiye'nin ilk milli fırkateyni TCG İstanbul'a entegrasyonu tamamlanan Milli Dikey Atım Lançer Sistemi kısa süre içinde gemiden ilk atışını gerçekleştirecek.,Savunma
32,Türk şirketleri güçlerini kamikaze dronlar için birleştirdi,Türk savunma sanayisi şirketleri sahip oldukları kabiliyetlerle kamikaze dronların daha etkin ve güvenli ateşleme sistemleriyle görev yapmasını sağlayacak.,Savunma
33,Sahil Güvenliğin kadın pilotları her an göreve hazır,"Sahil Güvenlik Komutanlığının hava biriminde görev yapan kadın helikopter pilotları, ""iki mavi"" olarak adlandırdıkları gökyüzü ve deniz arasında icra ettikleri görevle güvenliği sağlıyor, doğal afet ve acil durumlarda can kurtarmak için mücadele veriyor.",Savunma
34,Türk savunma sanayii Katar'a 2 hücumbotu ihraç etti,Türk savunma sanayii son dönemde Körfez ülkelerindeki ihracat başarılarına Katar'da 2 yüksek hızlı hücumbotu ekledi.,Savunma
35,Roketsan savunma sistemleriyle Katar'da,"Roket, füze ve mühimmat alanlarında Türkiye'nin dünya çapındaki önemli oyuncusu Roketsan, ileri teknolojilere sahip savunma sistemlerini Katar'ın başkenti Doha'da düzenlenen DIMDEX 2024 Fuarı'nda sergiliyor.",Savunma
36,Bayraktar TB2 Arnavutluk ordusunun envanterine girdi,"Baykar Genel Müdürü Haluk Bayraktar, Bayraktar TB2 SİHA'ların Arnavutluk ordusunun envanterine girdiğini belirterek, ""Bayraktar TB2'ler bugün Arnavutluk semalarında ilk uçuşlarını başarıyla gerçekleştirdi"" ifadesini kullandı.",Savunma
37,Kamikaze dron AZAT göreve hazırlanıyor,Türk savunma sanayii bünyesinde geliştirilen ve pilotun dronu gözünün önünde hissetmesine veya görmesine olanak veren AZAT FPV kamikaze dron göreve hazırlanıyor.,Savunma
38,ANKA Türk İHA'larını kanatlandırdı: 220 bin uçuş saatine ulaşıldı,"Türk savunma sanayisine insansız hava aracı (İHA) teknolojilerinde yeni bir kapı aralayan, birçok alt sistemin millileştirilmesine katkı sağlayan ANKA, bugüne kadar yaklaşık 220 bin uçuş saatine ulaştı.",Savunma
39,Türk savunma sanayii 39 firmayla DIMDEX 2024'te yerini aldı,"Türkiye, Katar'ın başkenti Doha'da düzenlenen DIMDEX 2024 Fuarı'na 39 savunma sanayisi firmasıyla katılım sağlıyor.",Savunma
40,"MSB, HİSAR-O'nun atış görüntülerini paylaştı","Milli Savunma Bakanlığı (MSB), orta irtifa hava savunma füze sistemi HİSAR-O'nun atış görüntülerini paylaştı.",Savunma
41,AKINCI bir testi daha başarıyla tamamladı,"Bayraktar AKINCI Taarruzi İnsansız Hava Aracı (TİHA), Roketsan'ın milli olarak geliştirdiği İHA-230 füzesiyle gerçekleştirdiği test atışında uzak mesafedeki noktayı tam isabetle vurdu.",Savunma
42,Bayraktar AKINCI'dan 'Çakır'la tam isabet,"Bayraktar AKINCI TİHA, milli olarak geliştirilen Çakır Seyir Füzesi ile gerçekleştirdiği test atışında 100 kilometre uzaktan deniz üstündeki hedefi tam isabetle vurdu.",Savunma
43,ASELFLIR ile kritik eşik aşıldı: KAAN için de çok önemli,"ASELFLIR-500 takılı SİHA’dan hareketli deniz hedefine yapılan başarılı atış arka planda çok değerli kazanımlara da işaret ediyor. Uzmanlar, “ASELFLIR 500'ü yapabilmek gelecekte KAAN için POD üretebilmek, Kızılötesi Arama ve Takip Sistemi yapabilmek demek. Bunlar dünyada az sayıda ülkenin başarabildiği işler” cümlesiyle konunun önemini vurguluyor.",Savunma
44,SADAK-4T ve TOLUN sayesinde tek komutla 8 farklı hedef aynı anda imha edilebilecek,ASELSAN mühendisliğinin ürünleri SADAK-4T ve TOLUN sayesinde tek komutla 8 farklı hedef aynı anda imha edilebilecek.,Savunma
45,Mavi Vatan'ın yeni milli koruyucusu: TRAKON TARGAN,Türkiye savunma sanayii bünyesinde geliştirilen deniz tipi uzaktan komutalı silah sistemi TRAKON TARGAN'ın fabrika kabul testleri tamamlandı.,Savunma
46,SSB ile ASELSAN arasında 82 milyon euroluk sözleşme,Savunma Sanayii Başkanlığı (SSB) ile ASELSAN arasında 82 milyon euroluk sözleşme imzalandı.,Savunma
47,Havacılıkta 'altın çağ': Bayraktar TB3 19'uncu testi başarıyla geçti,"Yerli ve milli insansız hava aracı Bayraktar TB3, 19'uncu uçuş testini de başarıyla tamamladı.",Savunma
48,Gök Vatan'a uçtan uca savunma: Siper,"ASELSAN Genel Müdürü Ahmet Akyol, ""SİPER ile uzun menzil yüksek irtifa hava savunmayı da envantere kazandırmayı sağlamış olacağız. Devletimizin liderliğinde uçtan uca hava savunma katmanını 2024'te tamamlamış olacağız."" dedi.",Savunma
49,TÜBİTAK teknolojileriyle KAAN'ı benzersiz kılacak,"Türkiye'nin milli muharip uçağı KAAN'ın beyni niteliğindeki bilgisayarların da aralarında olduğu kritik teknolojileri üreten TÜBİTAK, bu kez uçağa radarda görünmezlik özelliği kazandıracak yazılımlar ile hayati görevdeki yaşam destek ve patlama önleme sistemlerini üretmek için yerli ve milli projelere odaklandı.",Savunma
50,Türkiye’nin bayrak taşıyıcı SİHA'sı: Bayraktar TB2,"Türk savunma sanayisi ürünü Bayraktar TB2 silahlı insansız hava aracı (SİHA), dünyanın en fazla ülkeye satılan SİHA’sı olarak Türkiye’nin bu alandaki bayrak taşıyıcısı haline geldi.",Savunma
51,Savunma sanayii yeni yatırımlarla gücüne güç katacak,"Savunma Sanayii Başkanı Haluk Görgün, ""Şirketlerimiz çok ciddi altyapılara kavuştular, seri üretimde ihtiyaç duyulan altyapıların karşılanması için tüm şirketlerimiz yatırımlarını yaptılar, bunların açılışları yavaş yavaş olacak. Verdiğimiz sözü zamanında tutabilmek üzere o planlamaları yapmaya devam ediyoruz"" diye konuştu.",Savunma
52,"""Bayraktar AKINCI C"" ilk uçuş testini geçti","Baykar tarafından milli ve özgün olarak geliştirilen Taarruzi İnsansız Hava Aracı Bayraktar AKINCI C, Tekirdağ’ın Çorlu ilçesindeki AKINCI Uçuş Eğitim ve Test Merkezi’nde gerçekleştirilen ilk uçuş testini başarıyla tamamladı.",Savunma
53,"Yeni ""Türk Yıldızı"" HÜRJET 43 başarılı uçuş yaptı","Türk savunma sanayii ürünü jet eğitim uçağı HÜRJET, gökyüzüyle buluşmasının ardından 43 başarılı uçuş gerçekleştirdi.",Savunma
54,Savunma sanayii ihracat şampiyonu: Bayraktar AKINCI,"Türk savunma sanayisi bünyesinde geliştirilen yüksek irtifa, uzun havada kalış süresi ve geniş faydalı yük seçeneğiyle önemli operasyonel kabiliyetler sunan Bayraktar AKINCI Taarruzi İnsansız Hava Aracı (TİHA), sektörün en önemli ihracat markalarından biri haline geldi.",Savunma
55,"CANİK, uçaksavarlarını Almanya'da sergileyecek","Ateşli silah üreticisi CANiK, uçaksavar ailesinin üç jenerasyonunu Almanya'da sergilemeye hazırlanıyor.",Savunma
56,KAAN uçtu: Bundan sonra ne olacak?,"Türkiye’nin milli muharip uçağı KAAN gökyüzüyle buluştu. Bu uçuş aslında çok uzun ve zorlu bir yolun belki de ilk basamağı. Herkesin aklında ise aynı soru var; bundan sonra ne olacak? Uzmanlara göre asıl iş şimdi başlıyor. Ankara süreci doğru yönetebilirse askeri, ekonomik ve politik açıdan çok ama çok kritik bir enstrümana kavuşmuş olacak…",Savunma
57,"Milli savaş uçağı KAAN, ASELSAN ile ""BİLGE KAAN"" olacak","ASELSAN Genel Müdürü Ahmet Akyol, geliştirdikleri teknolojilerle milli muharip uçak KAAN'ı ""BİLGE KAAN"" yapacaklarını söyledi.",Savunma
58,"Bayraktar AKINCI, ASELFLIR-500 ile ilk testinde başarılı","Bayraktar AKINCI TİHA, ASELFLIR-500 ile ilk atış testinde deniz üstünde seyreden hareketli hedefi başarıyla imha etti.",Savunma
59,Türk havacılığının altın çağı: 9 milli platform uçuruldu,Türk savunma sanayisi yaklaşık 10 yıllık dönemde 9 milli platformun ilk uçuşlarını gerçekleştirdi.,Savunma
60,ASELSAN ihracat pazarını genişletiyor,"ASELSAN Genel Müdürü Ahmet Akyol, ""Dünyadaki en yüksek standartların olduğu NATO'da ihalelere giriyoruz. Doğu Avrupa'yı önümüzdeki dönemde geleneksel ihracat pazarlarımızın içinde yeni bir alan olarak görüyorum"" dedi.",Savunma
61,"Savunma Sanayii Başkanı Görgün, KAAN'ın uçuş ekibiyle bir araya geldi","Savunma Sanayii Başkanı Haluk Görgün, Milli Muharip Uçak KAAN'ın ilk uçuşunun çok büyük bir motivasyon olduğunu, daha yapacak çok işlerinin bulunduğunu belirterek, ""Hava Kuvvetlerimize bu uçak teslim edilene kadar gece gündüz çalışmaya devam edeceğiz."" dedi.",Savunma
62,TUSAŞ Genel Müdürü Kotil: Bugün gurur günümüz,"TUSAŞ Genel Müdürü Temel Kotil, ""KAAN’ımız 13 dakika havada kalarak 8000 feet irtifada 230 knot hıza ulaştı. Bu yolda bizlerin yolunu açan Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan'a ve KAAN’ımız için başından beri büyük özveriyle çalışan tüm çalışma arkadaşlarıma ve ailelerine teşekkür ederim."" dedi.",Savunma
63,Teksas’ta kurulan obüs hattı: ABD neden Türkiye’yi seçti?,"ABD’nin Ankara Büyükelçisi, Teksas’ta açılan obüs mühimmat fabrikasında üretim hatlarının Türkiye’den satın alındığını açıkladı. Söz konusu alımı basit bir döviz girdisi olarak görmek mümkün. Ancak, Ankara-Washington hattındaki ‘diyalog zemini bulma çabası’ düşünüldüğünde bu ve benzer girişimlerin daha farklı anlamlara gelebileceği de konuşuluyor.",Savunma
64,Yerli batarya üretimi yeni mesleklerin önünü açtı,Türk savunma sanayiinin yerli pil ve batarya konusunda yaptığı yatırımlar ülkenin bazı mesleklerle tanışmasını sağladı.,Savunma
65,"STM, donanmanın denizaltılarını milli sistemlerle güçlendirecek","STM Savunma Teknolojileri Mühendislik ve Ticaret AŞ, Preveze ve Gür sınıfı denizaltıları milli ve modern sistemlerle güçlendirecek.",Savunma
66,"Savunma Sanayii Başkanı Görgün, Antalya'da konuştu","Cumhurbaşkanlığı Savunma Sanayii Başkanı Haluk Görgün, oluşturulması önerilen NATO Müdürlüğü ile ilgili, ""Bu konuda kısa vadede organizasyonel bir adım atacak ve yapılanmamızı buna göre şekillendireceğiz. Yapılandırılacak müdürlüğümüz ayrıca Avrupa Birliği, OECD, Birleşmiş Milletler ve OCCAR ilişkileri ve faaliyetlerini takip edecek"" dedi.",Savunma
67,ROKETSAN milli uyduyu yörüngeye yerleştirmeyi hedefliyor,"ROKETSAN Genel Müdürü İkinci, ""Amacımız mikro uydu fırlatma sistemi ile 100 kilogramlık kendi yaptığımız bir uyduyu yörüngeye yerleştirmek. Ülkemizin uzay yarışında var olduğunu göstermesi, uzaydaki ekonomik potansiyeli değere çevirecek teknolojilerin geliştirilmesi bizim için çok kritik"" açıklamasını yaptı.",Savunma
68,Milli lazer silahı yerli yeteneklerle daha da gelişecek,"Türk savunma sanayisi bünyesinde, neredeyse tümüyle yerli imkanlarla geliştirilen yenilikçi silah sistemi ALKA, özellikle KOBİ'lerin de sorumluluk üstlenmesiyle daha da gelişecek.",Savunma
69,ROKETSAN'ın geliştirdiği tanksavar füzesi seri üretime geçiyor,"Yerli ve milli savunma sanayiinde 2024 yılı hızlı başladı. Birçok üründe seri üretim kararı alındı. Bunlardan biri de Roketsan'ın geliştirdiği ve dünyada çok az sayıda muadili olan KARAOK tanksavar füzesi. Böylece Ankara, NATO’da bu kabiliyete sahip çok az sayıdaki merkezden biri olacak.",Savunma
70,"Savunma Sanayii Başkanı Görgün: Firmalarımız 2023 yılında 10,240 milyar doları aşan sözleşmeler imzaladı","Cumhurbaşkanlığı Savunma Sanayii Başkanı Prof. Dr. Haluk Görgün, ""2022 yılında 4,364 milyar dolar olan savunma ve havacılık sanayii ihracat rakamımız 2023 yılında yüzde 27'lik artışla 5,5 milyar dolara ulaştı. Firmalarımız 2023 yılında toplam değeri 10,240 milyar doları aşan sözleşmeler imzaladı"" dedi.",Savunma
71,Milli uçak gemisinin tasarım faaliyetleri incelendi,"Deniz Kuvvetleri Komutanı Oramiral Ercüment Tatlıoğlu ve beraberindekiler, Cumhurbaşkanı Recep Tayyip Erdoğan'ın yerli ve milli uçak gemisine sahip olunması direktifi üzerine alınan kararla Deniz Kuvvetleri Komutanlığı Dizayn Proje Ofisince tasarımına başlanan milli uçak gemisinin tasarım faaliyetlerini inceledi.",Savunma
72,Türk ordusunun başarısı dünya gündeminde,"Türkiye, dünyanın en güçlü orduları arasında 8'inci sıraya yükseldi. Türkiye'nin artan başarı grafiğinin aksine Avrupa ise ciddi bir askeri krizin eşiğinde.",Savunma
73,Denizaltı çelikleri Gölcük’te: Kritik bilgiler yurt dışına çıkmayacak,"Türkiye’nin milli imkanlarla ürettiği ilk ‘denizaltı çeliği’ Gölcük Tersanesi Komutanlığı’na teslim edildi. Türkiye bu çeliği hep ithal ediyordu ve talep listesindeki miktarlar, üretilecek stratejik platformların kritik bilgileri için de ciddi fikirler veriyordu. Uzmanlara göre Ankara, çok kritik bir virajı başarıyla döndü.",Savunma
74,Geçitkale’de Türk S/İHA'ları: Ankara'dan tarihi adım,Geçitkale Havalimanı’na Türk SİHA’ları konuşlanmasına ilişkin karar KKTC Meclisi’nde onaylandı. Türkiye’nin çok kritik bir adım attığına değinen uzmanlara göre Ankara sadece Rum tarafına değil bölgede planı olan tüm güçlere çok net bir mesaj verdi. KKTC’de kurulması muhtemel bir deniz üssüyle denklemin daha da değişeceği üzerinde duruluyor.,Savunma
75,Yerli ve milli M60T tankları TSK'nın envanterinde,Cumhurbaşkanlığı Savunma Sanayii Başkanlığı (SSB) tarafından Kara Kuvvetleri Komutanlığının (KKK) ihtiyacını karşılamak amacıyla başlatılan proje kapsamında modernize edilen M60T tankları teslim edildi.,Savunma
76,Bayraktar TB3 17'nci testi başarıyla geçti,"Yerli ve milli insansız hava aracı Bayraktar TB3, 17'nci uçuş testini de başarıyla tamamladı.",Savunma
77,Yunanistan'ın askeri harcamaları: Yine çıkmaz sokak mı?,"Askeri harcamalarında musluğu sonuna kadar açan Atina, farklı alanlarda önemli satın alımlar yapıyor. Türkiye'nin bu süreci çok yakından takip ettiğine değinen uzmanlara göre, özellikle son dönemdeki taleplerle 40 milyar euroyu bulabilecek harcamalar Yunanistan ekonomisinin belini bir kez daha bükebilir.",Savunma
78,Görgün: Türkiye ihtiyaçlarını yerli ve milli olarak üretebilir durumda,"Cumhurbaşkanlığı Savunma Sanayii Başkanı Haluk Görgün, savunma sanayisinin bugün geldiği noktada, gemilerden helikoptere, zırhlı araçlardan insansız hava araçlara kadar, Türkiye'nin ihtiyaçlarını yerli ve milli olarak üretebilir durumda olduğunu söyledi.",Savunma
79,Milli denizaltı çeliği Gölcük Tersanesi Komutanlığı'na teslim edildi,ASFAT koordinesinde yapılan çalışmalar ile OYAK bünyesinde faaliyet gösteren Erdemir Miilux OY şirketlerinin ortaklaşa ürettiği milli denizaltı çelikleri Gölcük Tersanesi Komutanlığı'na teslim edildi.,Savunma
80,Türk savunma sanayiinin yükselişi sürüyor,Savunma sanayiinin millileşmesi Türkiye'yi dünyada önemli bir konuma taşıdı. Bugün dünyanın birçok ülkesine ürün ihraç ediliyor. Son üç yılın rakamlarını ve Türkiye'nin geldiği noktayı sizler için derledik.,Savunma
81,Tank avcısı KARAOK geliyor: NATO için de çok değerli,"Geçtiğimiz günlerde seri üretimi için sözleşme imzalanan omuzdan fırlatılan tanksavar füzesi KARAOK, ülkemiz savunma sanayii adına kritik bir virajı temsil ediyor. Dünyada çok az sayıda muadili bulunan KARAOK’un ‘üstten vuruş’ yapabildiğine değinen uzmanlara göre, Ankara NATO’da bu kabiliyete sahip çok az sayıdaki merkezden biri olacak.",Savunma
82,Türk savunma sanayii 5. nesil zırhlı araca imza attı,Türk savunma sanayii yeni nesil zırhlı muharebe aracı PARS ALPHA 8X8 ile askeri kara araçlarında 5. nesil bir çözüme imza attı.,Savunma
83,"Bayraktar TB3, 30 bin feet irtifaya çıktı","Baykar'ın milli ve özgün olarak geliştirdiği Bayraktar TB3 SİHA, Yüksek İrtifa Sistem Performans Testini başarıyla tamamladı. Bayraktar TB3, gerçekleştirdiği uçuşta 30 bin feet irtifaya çıktı.",Savunma
84,Ukrayna’nın vurduğu Rus gemisi: Deniz savaşlarında 'sürü' dönemi,"Rus Donanması’na ait korvet, Ukrayna tarafından kamikaze insansız deniz aracıyla hedef alındı. Saldırı görüntülerini yorumlayan uzmanlara göre sürü halinde kamikaze İDA saldırısını ilk kez görüyoruz. Deniz savaşlarında yeni bir kırılmaya işaret eden bu son olay tedbirlerle ilgili atılacak adımları çok daha kritik hale getiriyor.",Savunma
85,Harp sahasından gelen görüntüler: Tanklar için yolun sonu mu?,Ukrayna ve İsrail’den gelen görüntüler tanklarla ilgili tartışmaları yeniden alevlendirdi. Her ne kadar Ukrayna’da nispeten eski tanklar sahada olsa da İsrail’de durum böyle değil. ‘Dünyanın en iyileri’ arasında sayılan İsrail tankları da kolay hedef olmaktan kurtulamadı. Hemen herkesin aklında aynı soru var; tankların devri bitti mi?,Savunma
86,"SSB ile ASELSAN, STM, HAVELSAN ve ASFAT arasında sözleşme değişikliği imzalandı","Cumhurbaşkanlığı Savunma Sanayii Başkanlığı (SSB) ile STM, ASELSAN, HAVELSAN ve ASFAT arasında denizaltı modernizasyonuna yönelik sistem tedariki kapsamında sözleşme değişikliği imzalandı.",Savunma
87,"BARKAN kar, çamur dinlemedi bin kilometreyi devirdi","Türk savunma sanayii bünyesinde geliştirilen insansız kara aracı BARKAN, kar ve çamurlu sahalarda, zorlu coğrafyalarda 1000 kilometreyi geride bıraktı.",Savunma
88,Sarsılmaz başarısını ABD'de perçinliyor,"Türkiye'nin önde gelen silah üreticilerinden Sarsılmaz Silah Sanayi'nin ürünleri, ABD'de düzenlenen dünyanın en büyük silah fuarı SHOT Show'da tanıtıldı.",Savunma
89,"Sarsılmaz, ""yerli ve milli"" silahları SHOT Show 2024'te sergileyecek","Türkiye'nin ve Avrupa'nın en büyük silah üreticilerinden Sarsılmaz, dünyanın en büyük avcılık ve atıcılık fuarı SHOT Show 2024'te ""yerli ve milli"" silahları sektör yöneticileri ve bireysel kullanıcılarla buluşturacak.",Savunma
90,Donanma'da tarihi gün: 4 platform daha teslim edilecek,"TCG Derya, TCG İstanbul, TCG Arif Ekmekçi ve Marlin SİDA… Aynı gün içinde Türk Donanması’na teslim edilecek bu platformlar aslında Mavi Vatan’da yeni bir dönemin de habercisi. Her biri farklı görevler üstlenecek bu araçları değerlendiren uzmanlara göre, Deniz Kuvvetleri Komutanlığı’nın bugün attığı adımların gelecek yıllara da yansımaları olacak…",Savunma
91,Bayraktar TB3 bir testi daha başarıyla tamamladı,"Bayraktar TB3 SİHA, 15. test uçuşunu da başarıyla tamamladı. Bayraktar TB3'ün toplam uçuş saati 112 saate ulaştı.",Savunma
