,Başlık,İçerik,Kategori
12,Seçim yayın yasakları başladı,"31 Mart Pazar günü yapılacak Mahalli İdareler Genel Seçimleri'nde, oy verme gününden önceki son 24 saatte (bu gece yarısından itibaren) herhangi bir partinin ya da adayın siyasi reklamı yayınlanamayacak.",Gündem
13,Murat Kurum: İstanbul'u depreme hazırlamak için gece gündüz çalışacağız,"AK Parti'nin İstanbul Büyükşehir Belediye Başkan Adayı Murat Kurum, ""İstanbul'u depreme hazırlamak için gece gündüz çalışacağız. 1 yılın sonunda 7 adet Afet Müdahale Merkezi'nin inşası başlayacak. Afet Lojistik Destek Merkezi sayısını da 7'ye çıkaracağız. 1 yılın sonunda Afet Akademisi'ni hayata geçireceğiz"" dedi.",Gündem
14,"Cumhurbaşkanı Başdanışmanı Kılıç, ABD'li heyetle görüştü","Cumhurbaşkanı Dış Politika ve Güvenlik Başdanışmanı Büyükelçi Akif Çağatay Kılıç, ABD Temsilciler Meclisi Silahlı Hizmetler Komitesi heyetiyle görüştü.",Gündem
15,"İletişim Başkanı Altun: Filistin, tarihimizin ayrılmaz bir parçasıdır","Cumhurbaşkanlığı İletişim Başkanı Fahrettin Altun, ""Bu resimler ve görsellerin bize söylediği şudur; Filistin, tarihimizin ayrılmaz bir parçası, mütemmim bir cüzüdür. Tarih boyunca tüm dünyada adaletin ve barışın müdafaasını yapmış bir millet olarak Filistin halkının yanındayız, arkasındayız, haklı davalarının destekçisiyiz"" dedi.",Gündem
16,Cumhurbaşkanı Erdoğan: Milli iradenin üstünlüğüne inanan bir kadro olarak yetkiyi başka yerlerde aramadık,"Cumhurbaşkanı Recep Tayyip Erdoğan, ""Her seçim dönemini milletimize geçmişte yaptıklarımızın hesabını verme ve gelecekte yapacaklarımızın ruhsatını alma vesilesi olarak gördük. Milli iradenin üstünlüğüne tüm kalbiyle inanan bir kadro olarak yetkiyi hiç bir zaman başka yerlerde ve yöntemlerde aramadık"" dedi.",Gündem
17,Yılmaz: Türkiye Yüzyılı kadınların yüzyılı olacak,"Cumhurbaşkanı Yardımcısı Cevdet Yılmaz, ""Güçlü yarınlara Türkiye Yüzyılı'na kadınlarla yürüyeceğiz. Türkiye Yüzyılı aynı zamanda kadınların yüzyılı olacaktır."" dedi.",Gündem
18,RTÜK Başkanı Şahin'den siyasi reklam yasakları uyarısı,"RTÜK Başkanı Ebubekir Şahin, Yüksek Seçim Kurulunun 31 Mart Pazar günü yapılacak Mahalli İdareler Genel Seçimleri için belirlediği siyasi reklam yasaklarına bu gece yarısı itibarıyla başlanacağını hatırlattı.",Gündem
19,"Cumhurbaşkanı Erdoğan: Vaatlerini unutan değil, verdiği sözü yerine getirecek başkanlar seçeceğiz","Cumhurbaşkanı Recep Tayyip Erdoğan, ""Önümüzde kritik bir seçim var. Şehrimize, ilçemize hizmet edecek yerel yönetimleri seçeceğiz. Vaatlerini unutacak değil, verdiği sözü yerine getirecek başkanlar seçeceğiz. Reklama verdiği önemin 10'da birini depreme vermeyenler var. Karşımızdaki tablo bu kadar nettir"" dedi.",Gündem
20,"""Para sayma"" soruşturması devam ediyor","CHP İstanbul İl Başkanlığı'nda çekildiği öne sürülen para sayma görüntülerine ilişkin soruşturmada, iş insanı Hüseyin Köksal’ın ""şüpheli"" sıfatıyla ifadesi alındı.",Gündem
21,Bakan Yumaklı: Türkiye Yüzyılı'nı 81 ilimizle birlikte inşa edeceğiz,"Tarım ve Orman Bakanı İbrahim Yumaklı, ''31 Mart'ta yerel yönetimler de katıldığı andan itibaren artık hep beraber Türkiye Yüzyılı'nı yerel yönetimlerle, ilçelerle, ilimizle, 81 ilimizle birlikte inşa edeceğiz'' dedi.",Gündem
22,Fahrettin Altun: 31 Mart'ı önemli bir kilometre taşı olarak görüyoruz,"İletişim Başkanı Fahrettin Altun, ""31 Mart 2024 yerel seçimlerini, Türkiye'nin demokrasi yolculuğunda önemli bir kilometre taşı olarak görüyoruz"" dedi.",Gündem
23,Kara propaganda: İsrail'in aldatma sistemi,"İsrail, Gazze'de binlerce sivilin katledilmesine meşruiyet sağlayan, Filistinlilerin canlarını daha önemsiz gösteren büyük bir kara propaganda aygıtı işletiyor. Detayları gelin birlikte inceleyelim...",Gündem
24,Cumhurbaşkanı Erdoğan: İstanbul kimsenin oyuncağı haline getirilemez,"Cumhurbaşkanı Recep Tayyip Erdoğan, ""Bu şehir hiç kimsenin şahsi ihtiraslarının aracı, atlama taşı, basamağı, oyuncağı, finans kaynağı haline getirilemez"" dedi.",Gündem
25,İçişleri Bakanlığı'nda güvenlik toplantısı,"İçişleri Bakanı Ali Yerlikaya, Jandarma Genel Komutanı, Emniyet Genel Müdürü, Sahil Güvenlik Komutanı ve bakanlığın birim yöneticileriyle seçim güvenliği ile suç odaklarıyla mücadeleyi içeren güvenlik toplantısı gerçekleştirdiklerini bildirdi.",Gündem
26,YSK Başkanı Yener: Seçimlerin güvenli bir ortamda gerçekleşmesi için tüm tedbirler alındı,"Yüksek Seçim Kurulu (YSK) Başkanı Ahmet Yener, ""Yüksek Seçim Kurulu il ve ilçe seçim kurulları son hazırlıklarını yapmış ve şu an itibariyle 31 Mart 2024 tarihinde gerçekleşecek olan seçimlere hazır vaziyetteyiz"" dedi.",Gündem
27,Trenlerde emekliler yüzde 10 indirimli seyahat edecek,"Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, 2024 Emekliler Yılı kapsamında bakanlığa ait trenlerde emeklilerin yüzde 10 indirimli seyahat edeceğini ve bayramda hızlı trenlerde ek sefer uygulanacağını açıkladı.",Gündem
28,ABD Temsilciler Meclisi Silahlı Kuvvetler Komitesi Türkiye'de,"ABD Temsilciler Meclisi Silahlı Kuvvetler Komitesi heyeti, çeşitli temaslarda bulunmak üzere Türkiye'ye geldi. Heyet, Milli Savunma Bakanı Yaşar Güler ile görüştü.",Gündem
29,"YÖK, dünya sıralamalarında ilk 400'de olan üniversitelere doğrudan denklik verecek","Yükseköğretim Kurulu (YÖK), dünya sıralamalarında ilk 400'de bulunan üniversitelerden mezun olanlara doğrudan denklik verileceğini, ilk 1000'de yer alanlardan mezun olanlarda ise YKS'ye girme şartı aranmayacağını açıkladı.",Gündem
30,Türkiye yerel seçim için sandığa gidiyor,"AK Parti Genel Başkan Yardımcısı Ali İhsan Yavuz, 31 Mart Mahalli İdareler Seçimleri'nde Türkiye genelinde 250 bin 903 sandıkta oy kullanılacağını bildirdi.",Gündem
31,"MİT Başkanı Kalın, ABD Temsilciler Meclisi üyeleri ile görüşecek","MİT Başkanı İbrahim Kalın, ABD Temsilciler Meclisi üyeleri ile bir araya gelecek. Görüşmede, Ukrayna ve Gazze savaşları, DEAŞ ve PKK ile mücadele ile Cumhurbaşkanı Erdoğan'ın 9 Mayıs'ta gerçekleştireceği ABD ziyareti ele alınacak.",Gündem
32,"Yaklaşık 5 bin genç ""GençKart"" sahibi oldu","Mart başından bu yana 18 yaşındaki 5 bin genç ""GençKart"" sahibi oldu.",Gündem
33,Bakan Göktaş: 31 Mart yepyeni bir başlangıç olsun,"Aile ve Sosyal Hizmetler Bakanı Mahinur Özdemir Göktaş, ""31 Mart, hiç durmadan büyümenin, gelişmenin, yepyeni bir başlangıcı olsun"" dedi.",Gündem
34,Cumhurbaşkanı Erdoğan'ın seçim mesaisi devam ediyor,31 Mart Yerel Seçimleri için takvim işliyor. Cumhurbaşkanı Recep Tayyip Erdoğan'ın da seçim çalışmaları kapsamında halkla buluşmaları devam ediyor.,Gündem
35,Orman yangınıyla mücadelede yerli yapay zeka sistemi uluslararası arenada yarışacak,"Tarım ve Orman Bakanı İbrahim Yumaklı, orman yangınlarıyla mücadelede kullanılan yapay zeka destekli Karar Destek Sistemi'nin, Dünya Bilgi Toplumu Zirvesi Ödülleri'ne aday gösterildiğini duyurdu.",Gündem
36,İBB Başkan adayı Kurum: Biz 16 milyon İstanbullunun oyuna talibiz,"AK Parti'nin İBB Başkan adayı Kurum, ""Biz 16 milyon İstanbul'un oyuna talibiz ve 16 milyona eşit hizmet götüreceğiz, bu anlayışla çalışacağız.'' dedi.",Gündem
37,Bakan Güler: Terör belasını tamamen ortadan kaldırmak için kararlıyız,"Bakan Güler, ""Kazandığımız başarıları daha geliştirmek ve nihayetinde terör belasını tamamen ortadan kaldırmak için kararlıyız. Kahraman Mehmetçiğin yürüttüğü operasyonlar, teröristlerin bu coğrafyadan tamamen yok olması için aralıksız sürecek"" dedi.",Gündem
38,Bakan Özhaseki: Deprem bölgesinde 300 binden fazla inşaatımız devam ediyor,"Bakan Özhaseki, deprem bölgesindeki inşaat faaliyetlerine ilişkin, ""Bakanlık olarak bir an bile boş durmadan evleri yapmaya çalışıyoruz. Şu anda 300 binden fazla inşaatımız devam ediyor"" açıklamasını yaptı.",Gündem
39,"Yerlikaya başkanlığında ""Güvenlik Toplantısı"" düzenlendi",İçişleri Bakanı Ali Yerlikaya başkanlığında Ankara'da 'Güvenlik Toplantısı' düzenlendi. Toplantıda 31 Mart’ta gerçekleştirilecek Mahalli İdareler Genel Seçimlerinin güvenliği başta olmak üzere terör ve istihbarat konuları ele alındı.,Gündem
40,Kira gelir beyannameleri için başvuru süreleri uzatıldı,"2023 yılı kira gelir beyannamesi için sona yaklaşıldı. 1 Nisan'da sona ermesi beklenen başvurular 5 Nisan Cuma gününe kadar uzatıldı. Mükellefler, kira gelir beyannamelerini Gelir İdaresi Başkanlığı, Dijital Vergi Dairesi ve e-Devlet üzerinden de işlem yaparak verebiliyor.",Gündem
41,Bakan Tekin: Okul veri randevu işlemini hayata geçirdik,"Milli Eğitim Bakanı Yusuf Tekin, ""Yaz aylarında iki genelgemiz vardı, okullarda velilerimiz sınıf koridorlarında, kapılarında beklesin istemiyoruz. Okulun içerisine girdikleri zaman farklı sorunlarla karşı karşıya kalıyoruz. e-Okul üzerinden okul veri randevu işlemini hayata geçirdik"" dedi.",Gündem
42,Bakan Uraloğlu: İstanbul depremine karşı ulaştırma yapılarıyla ilgili önlemlerimizi aldık,"İstanbul'da bir deprem riski olduğunun altını çizen ve 10, 20 ve 100 yıl sonrasını İstanbul için planladıklarını vurgulayan Bakan Uraloğlu, ""Ulaştırma yapılarıyla ilgili bütün önlemlerimizi aldık"" açıklamasını yaptı.",Gündem
43,"YSK'dan ""iftar"" kararı: Oy sayımı aralıksız yapılacak","Bahçe İlçe Seçim Kurulunun ""iftar saatinde kısa bir mola verilip verilmeyeceğini"" sorduğu YSK, ilgili kanuni düzenleme uyarınca ""oy sayım ve döküm işlemlerinin aralıksız yapılması gerektiğini"" aktardı.",Gündem
44,"""Para sayma"" soruşturmasında Turgay Özcan'ın ifadesi ortaya çıktı","CHP İstanbul İl Başkanlığı'nda çekildiği öne sürülen para sayma görüntülerine ilişkin soruşturmada, CHP Parti Meclisi üyesi Turgay Özcan'ın savcılıkta verdiği ifadesi ortaya çıktı. Özcan ifadesinde, partiye yapılan bağışlara karşılık olarak makbuz veya herhangi bir belge vermemenin suç olduğunu bilmediğini söyledi.",Gündem
45,Hava Kuvvetleri'nin tanker uçağı NATO uçağına yakıt ikmali yaptı,"Hava Kuvvetleri Komutanlığı'na ait KC-135R tanker uçağı, Romanya hava sahası üzerinde NATO'ya ait E-3A AWACS uçağına yakıt ikmali yaptı.",Gündem
46,Bakan Işıkhan: 30 büyükşehir belediyesinin SGK'ya borcunun yüzde 75'i CHP'ye ait,"Çalışma ve Sosyal Güvenlik Bakanı Vedat Işıkhan, CHP'li belediyelerin SGK'ya olan borcunun katlanarak arttığını belirterek, ""30 büyükşehir belediyesinin toplam borcunun yüzde 75'i tek başına CHP'li belediyelere ait"" dedi.",Gündem
47,Aile ve Gençlik Fonu'na 6 bin 299 çift başvurdu,"Aile ve Sosyal Hizmetler Bakanı Mahinur Özdemir Göktaş, Aile ve Gençlik Fonu'na bugün itibarıyla 6 bin 299 çiftin başvuruda bulunduğunu açıkladı.",Gündem
48,Cumhurbaşkanı Erdoğan: Sandık hepimizin namusuna emanettir,"Cumhurbaşkanı Recep Tayyip Erdoğan, ""Siyasi görüşlerimiz, gönül verdiğimiz partiler, kökenimiz, meşrebimiz, hayat tarzımız farklı olabilir ama Türkiye, bizlerin ortak yurdu, çatısı, yuvasıdır. Sandığın itibarını hep birlikte koruyacağız. Sandık 85 milyon olarak hepimizin namusuna emanettir"" dedi.",Gündem
49,"CHP Bitlis Belediye Başkan adaylığından istifa eden Soyugüzel, AK Parti'ye katıldı","Cumhuriyet Halk Partisi (CHP) Bitlis Belediye Başkan adaylığından istifa eden Selim Soyugüzel, yaklaşık 300 akrabası ile AK Parti’ye katıldı.",Gündem
50,"DEM Parti'den İstanbul, Ankara ve Mersin'de CHP ile iş birliği itirafı","Yerel seçime günler kala DEM Parti'lilerden dikkat çekici açıklamalar geldi. DEM Partili Ahmet Saymadi, İstanbul'da CHP listelerinden seçime girdiklerini belirtti. DEM Parti ABB Başkan adayı Öztürk Türkdoğan, CHP ile yaptıkları iş birliğine Ankara'nın da dahil olduğunu söyledi. Mersin'de ise DEM Partililer, CHP'nin adayları için destek istedi.",Gündem
51,Okullar 1 Nisan'da tatil edildi,"Milli Eğitim Bakanlığı, 31 Mart Mahalli İdareler Seçimleri nedeniyle okulların 1 Nisan'da tatil edildiğini duyurdu.",Gündem
52,Türkiye'nin 8'inci insani yardım gemisi Gazze için yola çıktı,"Gazze'ye ulaştırılması için Afet ve Acil Durum Yönetimi Başkanlığı (AFAD) tarafından Vakıflar Genel Müdürlüğü işbirliğinde hazırlanan 2 bin 960 tonluk 8'inci insani yardım gemisi, Mersin Uluslararası Limanı'ndan uğurlandı.",Gündem
53,Diplomatik kaynaklar: Alman makamları olayda kundaklama ihtimalinin bulunduğunu açıkladı,"Diplomatik kaynaklardan yapılan açıklamada, Almanya'da, Türk kökenli Bulgar vatandaşlarının öldüğü yangına ilişkin, Alman makamlarının olayda kundaklama ihtimalinin bulunduğunu açıkladığı belirtildi. ""Sözkonusu hadisenin arkasında yatan nedenlerin bir an önce aydınlatılmasını ve olası şüphelilerin adalet karşısına çıkarılmasını bekliyoruz"" denildi.",Gündem
54,"Cumhurbaşkanı Erdoğan, Bursa Valiliği'ni ziyaret etti","Cumhurbaşkanı ve AK Parti Genel Başkanı Recep Tayyip Erdoğan, Bursa Valiliği'ne ziyarette bulundu.",Gündem
55,"""Hükümetin IMF ile anlaştığı"" iddiası yalanlandı","Cumhurbaşkanlığı İletişim Başkanlığı Dezenformasyonla Mücadele Merkezi, ""hükümetin Uluslararası Para Fonu (IMF) ile anlaştığına"" yönelik iddianın doğru olmadığını açıkladı.",Gündem
56,"İçişleri Bakan Yardımcısı Turan, Kırşehir'de konuştu","İçişleri Bakan Yardımcısı Bülent Turan, ""İstanbul'da miting yapmasını beceremeyenler, başaramayanlar bizim geçen hafta 650 bin kişinin katıldığı mitingimize laf ediyorlar"" dedi.",Gündem
57,Suudi Arabistan'ın Ankara Büyükelçiliğince iftar programı düzenlendi,"Suudi Arabistan'ın Ankara Büyükelçiliği tarafından ramazan ayı vesilesiyle, Ankara'da iftar programı düzenlendi.",Gündem
58,Cumhurbaşkanı Erdoğan: Temmuz ayında emekli maaşlarını tekrar masaya yatıracağız,"Cumhurbaşkanı ve AK Parti Genel Başkanı Recep Tayyip Erdoğan, partisinin Bursa'da Gökdere Meydanı'ndaki mitinginde halka hitap ediyor.",Gündem
59,"İletişim Başkanlığı, seçim için Ankara ve İstanbul'da basın merkezi kuracak","Cumhurbaşkanlığı İletişim Başkanlığı tarafından, 31 Mart Mahalli İdareler Genel Seçimleri'ni takip etmek isteyen ulusal ve uluslararası basın mensuplarına yönelik Ankara ve İstanbul'da ""basın merkezi"" kurulacak.",Gündem
60,"""Para sayma"" görüntülerine ilişkin Şişli Belediye Başkanı Keskin ifade verdi","CHP İstanbul İl Başkanlığı'nda çekildiği öne sürülen para sayma görüntülerine ilişkin soruşturmada, Şişli Belediye Başkanı Muammer Keskin'in ""şüpheli"" sıfatıyla ifadesi alındı.",Gündem
61,Son bir haftada 38 terörist etkisiz hale getirildi,"Irak ve Suriye’nin kuzeyi dahil son bir haftada 38 terörist etkisiz hale getirildi. Böylece, yılbaşından itibaren etkisiz hale getirilen terörist sayısı 646 oldu.",Gündem
62,Kira geliri beyannamesi için son gün 1 Nisan,Kira ve ücret kazancı gibi geçen yıl elde edilen gelirlere ilişkin beyannamelerin 1 Nisan'a kadar verilmesi önem taşıyor.,Gündem
63,"Bakan Güler, ABD Temsilciler Meclisi heyetiyle F-16 tedarik sürecini görüşecek","Milli Savunma Bakanlığı kaynakları, Bakan Yaşar Güler’in, ABD Temsilciler Meclisi Silahlı Hizmetler Komitesi heyetini yarın kabul edeceğini açıkladı. Görüşmede, terörle mücadele, F-16 tedarik ve modernizasyon süreci ele alınacak.",Gündem
64,"Bakan Özhaseki: Geleceğimizi oyluyoruz, şehrimizin hizmetini oyluyoruz","Çevre, Şehircilik ve İklim Değişikliği Bakanı Mehmet Özhaseki, ""Yerel seçimlerde verilen karar şundan dolayı önemli; geleceğimizi oyluyoruz, şehrimizin hizmetini oyluyoruz"" dedi.",Gündem
65,Türkiye-Irak ortak harekatı: Köprüden önce son çıkış,"Ankara-Bağdat hattında trafik giderek artıyor. Türkiye’nin bölgedeki terör unsurlarına askeri harekat beklentisi gündemin en önemli maddelerinden. Ankara’nın bu hamleyle Irak’ın huzuru, ekonomisi ve geleceğiyle ilgili de çok kritik bir adım attığına değinen uzmanlar, iki ülkenin ortak harekat düzenlemesini 'Bağdat için son şans' diye yorumluyor.",Gündem
66,Türkiye pazar günü sandığa gidecek,31 Mart Pazar günü yapılacak yerel seçimlere üç gün kaldı. Yüksek Seçim Kurulu'nun açıkladığı seçim takvimi işlemeye devam ediyor. Seçim araç ve gereçlerini içeren malzeme torbaları hazırlandı. İl ve ilçe merkezi dışındaki yerlerde malzemeler sandık kurulu başkanlarına yarın teslim edilecek.,Gündem
67,Cevdet Yılmaz: Sandıklarımıza sahip çıkacağız,"Cumhurbaşkanı Yardımcısı Cevdet Yılmaz, ""Her bir seçmenimizin tercihine saygılıyız. Ama birilerinin bizim seçmenlerimizin iradesini çalmasına da hiçbir şekilde müsaade etmememiz lazım. Geçen seçimlerde bunu yaşadık, gördük. İnşallah bu seçimde sandıklara güçlü bir şekilde sahip çıkacağız"" dedi.",Gündem
68,Yeniden Refah'tan AK Parti'ye katılım,Yeniden Refah Partisi'nin önceki dönem Ankara İl Başkanı ve beraberindekiler AK Parti'ye katıldı. AK Parti'ye katılanların rozetleri düzenlenen törenle takıldı. Şanlıurfa'da ise il ve ilçe teşkilatında görevli 39 kişi istifa ederek AK Parti'ye katıldı.,Gündem
69,"DMM ""Bakan Şimşek, '1,5 yıllık çok zor bir süreç bizi bekliyor' dedi"" iddiasını yalanladı","İletişim Başkanlığı Dezenformasyonla Mücadele Merkezi, ""Bakan Şimşek, '1,5 yıllık çok zor bir süreç bizi bekliyor' dedi"" iddiasının doğru olmadığını duyurdu.",Gündem
70,İBB Başkan adayı Kurum canlı yayında soruları yanıtladı,"AK Parti'nin İstanbul Büyükşehir Belediye (İBB) Başkan adayı Murat Kurum, sahada gördüğü motivasyonun seçimi açık ara kazanacakları yönünde olduğunu belirterek, ""İnşallah 31 Mart akşamı bize gönül veren tüm kardeşlerimizle İstanbul'un sorunlarını çözmek üzere inşallah liyakatli kadrolarla geliyoruz"" dedi.",Gündem
71,Türkiye'nin 8'inci insani yardım gemisi Gazze için yola çıkıyor,"Afet ve Acil Durum Yönetimi Başkanlığının (AFAD), Vakıflar Genel Müdürlüğü iş birliğinde hazırladığı 8'inci insani yardım gemisi bugün Gazze halkı için Mersin Limanı'ndan yola çıkacak.",Gündem
72,"Emine Erdoğan BM'deki ""Sıfır Atık Günü"" paneline video mesaj gönderdi","Türkiye'nin Roma Büyükelçiliğinin girişimi ve Birleşmiş Milletlerin (BM) Roma merkezli Gıda ve Tarım Örgütü (FAO) işbirliğinde ""Uluslararası Sıfır Atık Günü"" başlıklı bir panel düzenlendi.",Gündem
73,Yeniden Refah Partisi'nden istifa eden 22 isim AK Parti'ye katıldı,"Yeniden Refah Partisi'nin Ankara il ve ilçe teşkilatlarında yönetici olarak görev yapan 22 kişi, AK Parti'ye katıldı.",Gündem
74,Bakan Uraloğlu Nevşehir'de iftar programında konuştu,"Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, ""Eğer biz dünyada 10 ekonomiden birisi olacaksak ki çok şükür olacağız inşallah, o zaman ülkemizde daha çok yatırım yapmamız lazım"" dedi.",Gündem
75,Bakan Tekin'den Erzurum'a kış sporları lisesi müjdesi,"Milli Eğitim Bakanı Yusuf Tekin, ""Bir hayırsever yatırımcı bulduk, yaklaşık 1 milyar lira civarında bir yatırımla Erzurum'da hem bu tesislerimizi kullanır hale getirecek, kayaktan curlinge, atlama kulelerinden oradaki kış sporlarının yapıldığı salonlara kadar hepsini aktif kullanacağımız bir kış sporları lisesini Erzurum'a kazandıracağız"" dedi.",Gündem
76,Cumhurbaşkanı Yardımcısı Yılmaz: Öncelikli konumuz enflasyonu düşürmek,"Cumhurbaşkanı Yardımcısı Yılmaz, ""Enflasyonu düşürmeyi öncelikli konumuz olarak görüyoruz. Bu konuda da bir taraftan para politikalarıyla, bir taraftan maliye politikalarıyla, diğer taraftan yapısal reformlarla, üç ayaktan oluşan bir programı hayata geçiriyoruz"" açıklamasını yaptı.",Gündem
77,"Cumhurbaşkanı Erdoğan, Kırıkkale'de iftar programına telefonla bağlandı","Cumhurbaşkanı Recep Tayyip Erdoğan, Kırıkkale Belediye Başkanı ve AK Parti Belediye Başkan Adayı Mehmet Saygılı'nın katıldığı iftar programında vatandaşlara hitap etti.",Gündem
78,Bakan Tunç: Milli irade bayrağını hiçbir zaman yere düşürmeyeceğiz,"Adalet Bakanı Yılmaz Tunç, ""Demokrasiye hep beraber sahip çıkacaklarını, milli irade bayrağını hiçbir zaman yere düşürmeyeceğiz"" dedi.",Gündem
79,Kurtulmuş: Anayasa yapma gücü sadece milli iradenin sembolü Meclis'indir,"TBMM Başkanı Numan Kurtulmuş, yeni anayasanın bir mecburiyet olduğunu hatırlattı. Yeni anayasa ile ilgili ortaya atılan iddialara sert sözlerle karşı çıktı. Kurtulmuş, ""Bu memlekette anayasa yapma gücü milli iradenin sembolü olan Türkiye Büyük Millet Meclisi'ndedir"" dedi.",Gündem
80,Bakan Güler: Yılbaşından itibaren 644 terörist etkisiz hale getirildi,"Milli Savunma Bakanı Yaşar Güler, ""Yılbaşından itibaren 644, 24 Temmuz 2015’ten bu yana 40 bin 213 terörist etkisiz hale getirildi. Terör örgütünün en ufak bir şekilde kıpırdanmasına, belini doğrultmasına izin vermeyeceğiz"" diye konuştu.",Gündem
81,Bakan Işıkhan: İşgücüne katılım oranı son 21 yılın en yüksek düzeyinde,"Toplam işsizlik oranı ve genç işsizlik oranının son 10 yılın en düşük seviyesine geldiğini ifade eden Çalışma ve Sosyal Güvenlik Bakanı Vedat Işıkhan, ""Hem kadın, hem genç, hem de toplam istihdam oranı ve işgücüne katılım oranı son 21 yılın en yüksek düzeyine yükseldi"" dedi.",Gündem
82,Altınok: Başkentimizi dünya başkentleri arasında hak ettiği yere getireceğiz,"AK Parti ABB Başkan adayı Altınok, ""AK Parti belediyeciliği ve Cumhur İttifakı'mız ile başkentimizi dünya başkentleri arasında hak ettiği yere getireceğiz. Dünyada yaşanılabilir bir başkent, Ankara'mızın hak ettiği yer burasıdır"" açıklamasını yaptı.",Gündem
83,"Türkiye'nin 8'inci insani yardım gemisi, yarın Gazze için yola çıkıyor","Afet ve Acil Durum Yönetimi Başkanlığının (AFAD), Vakıflar Genel Müdürlüğü iş birliğinde hazırladığı 8'inci insani yardım gemisi yarın Gazze halkı için Mersin Limanı'ndan yola çıkacak.",Gündem
